restaurant_id,dish_name,category,cuisine_type,description,price,tax_gst_%,food_type,spice_level,image_url,created_at
ec77be78914b1ec6fddaacbb,Chicken Biryani,Main Course,Indian,Main Course with Mild taste,247,18,Non-Veg,Mild,https://foodimages.com/food_37.jpg,25-07-2025
ec77be78914b1ec6fddaacbb,Margherita Pizza,Main Course,Italian,Main Course with Spicy taste,367,0,Veg,Spicy,https://foodimages.com/food_38.jpg,03-10-2025
ec77be78914b1ec6fddaacbb,Brownie,Dessert,Other,Dessert with Spicy taste,170,12,Veg,Spicy,https://foodimages.com/food_39.jpg,23-10-2025
09553d1b50040835338a9f94,Gulab Jamun,Dessert,Indian,Dessert with Mild taste,310,5,Veg,Mild,https://foodimages.com/food_40.jpg,07-07-2025
09553d1b50040835338a9f94,Margherita Pizza,Main Course,Italian,Main Course with Mild taste,356,5,Veg,Mild,https://foodimages.com/food_41.jpg,05-09-2025
09553d1b50040835338a9f94,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,141,5,Veg,Medium,https://foodimages.com/food_42.jpg,29-11-2025
09553d1b50040835338a9f94,Spring Rolls,Starter,Chinese,Starter with Spicy taste,229,0,Veg,Spicy,https://foodimages.com/food_43.jpg,09-12-2025
9295618df9ba86c2e11dcfc9,Chicken Manchurian,Starter,Chinese,Starter with Mild taste,446,18,Non-Veg,Mild,https://foodimages.com/food_44.jpg,09-11-2025
9295618df9ba86c2e11dcfc9,Brownie,Dessert,Other,Dessert with Mild taste,152,12,Veg,Mild,https://foodimages.com/food_45.jpg,29-12-2025
9295618df9ba86c2e11dcfc9,Gulab Jamun,Dessert,Indian,Dessert with Medium taste,246,18,Veg,Medium,https://foodimages.com/food_46.jpg,12-11-2025
9295618df9ba86c2e11dcfc9,Margherita Pizza,Main Course,Italian,Main Course with Spicy taste,484,18,Veg,Spicy,https://foodimages.com/food_47.jpg,12-10-2025
62fa0cdc30f73b0762da7767,Spring Rolls,Starter,Chinese,Starter with Mild taste,475,5,Veg,Mild,https://foodimages.com/food_48.jpg,10-07-2025
62fa0cdc30f73b0762da7767,Brownie,Dessert,Other,Dessert with Medium taste,163,12,Veg,Medium,https://foodimages.com/food_49.jpg,30-09-2025
62fa0cdc30f73b0762da7767,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,126,18,Non-Veg,Spicy,https://foodimages.com/food_50.jpg,02-09-2025
62fa0cdc30f73b0762da7767,Veg Hakka Noodles,Main Course,Chinese,Main Course with Spicy taste,247,0,Veg,Spicy,https://foodimages.com/food_51.jpg,30-11-2025
c09b64c14fc7bfac90073644,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,210,12,Non-Veg,Spicy,https://foodimages.com/food_52.jpg,29-09-2025
c09b64c14fc7bfac90073644,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,249,18,Veg,Spicy,https://foodimages.com/food_53.jpg,22-08-2025
c09b64c14fc7bfac90073644,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,136,5,Veg,Medium,https://foodimages.com/food_54.jpg,14-12-2025
c09b64c14fc7bfac90073644,Chicken Biryani,Main Course,Indian,Main Course with Mild taste,440,0,Non-Veg,Mild,https://foodimages.com/food_55.jpg,26-12-2025
d0b28a12e44468f69edbd833,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,305,18,Jain,Spicy,https://foodimages.com/food_56.jpg,05-11-2025
d0b28a12e44468f69edbd833,Spring Rolls,Starter,Chinese,Starter with Spicy taste,229,0,Veg,Spicy,https://foodimages.com/food_57.jpg,28-08-2025
d0b28a12e44468f69edbd833,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,405,18,Veg,Mild,https://foodimages.com/food_58.jpg,12-10-2025
d0b28a12e44468f69edbd833,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,467,5,Non-Veg,Spicy,https://foodimages.com/food_59.jpg,19-07-2025
cb362305835a7d60ad5b6c23,Brownie,Dessert,Other,Dessert with Spicy taste,282,12,Veg,Spicy,https://foodimages.com/food_60.jpg,19-09-2025
cb362305835a7d60ad5b6c23,Gulab Jamun,Dessert,Indian,Dessert with Mild taste,194,0,Veg,Mild,https://foodimages.com/food_61.jpg,18-12-2025
cb362305835a7d60ad5b6c23,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,318,18,Veg,Mild,https://foodimages.com/food_62.jpg,04-10-2025
cb362305835a7d60ad5b6c23,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,480,0,Non-Veg,Spicy,https://foodimages.com/food_63.jpg,27-07-2025
50d0ae79387085097f02bdf3,Chicken Manchurian,Starter,Chinese,Starter with Mild taste,406,12,Non-Veg,Mild,https://foodimages.com/food_64.jpg,04-12-2025
50d0ae79387085097f02bdf3,Cold Coffee,Beverage,Other,Beverage with Medium taste,301,18,Veg,Medium,https://foodimages.com/food_65.jpg,27-09-2025
50d0ae79387085097f02bdf3,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,216,0,Veg,Medium,https://foodimages.com/food_66.jpg,28-10-2025
50d0ae79387085097f02bdf3,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,170,12,Veg,Spicy,https://foodimages.com/food_67.jpg,28-10-2025
d1419d4280e71ccaa6aa4809,Spring Rolls,Starter,Chinese,Starter with Spicy taste,433,5,Veg,Spicy,https://foodimages.com/food_68.jpg,13-09-2025
d1419d4280e71ccaa6aa4809,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,153,12,Jain,Mild,https://foodimages.com/food_69.jpg,23-11-2025
d1419d4280e71ccaa6aa4809,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,140,12,Veg,Mild,https://foodimages.com/food_70.jpg,02-12-2025
d1419d4280e71ccaa6aa4809,Brownie,Dessert,Other,Dessert with Spicy taste,303,0,Veg,Spicy,https://foodimages.com/food_71.jpg,03-12-2025
630e7911b9ffc740a34d8b5a,Lemon Iced Tea,Starter,Other,Starter with Spicy taste,412,5,Vegan,Spicy,https://foodimages.com/food_72.jpg,31-07-2025
630e7911b9ffc740a34d8b5a,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,183,18,Veg,Medium,https://foodimages.com/food_73.jpg,07-11-2025
630e7911b9ffc740a34d8b5a,Margherita Pizza,Main Course,Italian,Main Course with Mild taste,243,5,Veg,Mild,https://foodimages.com/food_74.jpg,19-10-2025
630e7911b9ffc740a34d8b5a,Veg Hakka Noodles,Main Course,Chinese,Main Course with Spicy taste,220,12,Veg,Spicy,https://foodimages.com/food_75.jpg,22-11-2025
0e4ee5c8e73c838b07e2c142,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,238,12,Jain,Spicy,https://foodimages.com/food_76.jpg,19-08-2025
0e4ee5c8e73c838b07e2c142,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,460,0,Veg,Mild,https://foodimages.com/food_77.jpg,11-09-2025
0e4ee5c8e73c838b07e2c142,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,197,12,Veg,Mild,https://foodimages.com/food_78.jpg,10-10-2025
0e4ee5c8e73c838b07e2c142,Spring Rolls,Starter,Chinese,Starter with Spicy taste,300,0,Veg,Spicy,https://foodimages.com/food_79.jpg,28-11-2025
8e3b6d6b6ebb6b85a3542093,Paneer Butter Masala,Main Course,Indian,Main Course with Spicy taste,318,18,Veg,Spicy,https://foodimages.com/food_80.jpg,01-12-2025
8e3b6d6b6ebb6b85a3542093,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,479,5,Veg,Spicy,https://foodimages.com/food_81.jpg,24-10-2025
8e3b6d6b6ebb6b85a3542093,Cold Coffee,Beverage,Other,Beverage with Mild taste,309,18,Veg,Mild,https://foodimages.com/food_82.jpg,29-07-2025
8e3b6d6b6ebb6b85a3542093,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,447,18,Non-Veg,Spicy,https://foodimages.com/food_83.jpg,26-08-2025
937bc442a5c9340f6ed03079,Lemon Iced Tea,Beverage,Other,Beverage with Spicy taste,222,12,Vegan,Spicy,https://foodimages.com/food_84.jpg,02-10-2025
937bc442a5c9340f6ed03079,Spring Rolls,Starter,Chinese,Starter with Spicy taste,452,18,Veg,Spicy,https://foodimages.com/food_85.jpg,25-10-2025
937bc442a5c9340f6ed03079,Cold Coffee,Beverage,Other,Beverage with Medium taste,485,5,Veg,Medium,https://foodimages.com/food_86.jpg,28-08-2025
937bc442a5c9340f6ed03079,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,394,12,Jain,Medium,https://foodimages.com/food_87.jpg,20-07-2025
f151fc0141046cf41bb7de26,Chicken Manchurian,Starter,Chinese,Starter with Mild taste,249,12,Non-Veg,Mild,https://foodimages.com/food_88.jpg,22-12-2025
f151fc0141046cf41bb7de26,Lemon Iced Tea,Main Course,Other,Main Course with Spicy taste,360,12,Jain,Spicy,https://foodimages.com/food_89.jpg,18-12-2025
f151fc0141046cf41bb7de26,Cold Coffee,Beverage,Other,Beverage with Spicy taste,253,5,Veg,Spicy,https://foodimages.com/food_90.jpg,06-12-2025
f151fc0141046cf41bb7de26,Spring Rolls,Starter,Chinese,Starter with Mild taste,276,12,Veg,Mild,https://foodimages.com/food_91.jpg,22-11-2025
fb30976004cf86c627ae6ca2,Brownie,Dessert,Other,Dessert with Mild taste,437,0,Veg,Mild,https://foodimages.com/food_92.jpg,01-08-2025
fb30976004cf86c627ae6ca2,Margherita Pizza,Main Course,Italian,Main Course with Mild taste,277,5,Veg,Mild,https://foodimages.com/food_93.jpg,11-12-2025
fb30976004cf86c627ae6ca2,Lemon Iced Tea,Dessert,Other,Dessert with Spicy taste,478,5,Vegan,Spicy,https://foodimages.com/food_94.jpg,04-12-2025
fb30976004cf86c627ae6ca2,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,309,12,Veg,Medium,https://foodimages.com/food_95.jpg,17-09-2025
73bae047146fcde8933defde,Brownie,Dessert,Other,Dessert with Mild taste,219,18,Veg,Mild,https://foodimages.com/food_96.jpg,26-11-2025
73bae047146fcde8933defde,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,171,0,Non-Veg,Spicy,https://foodimages.com/food_97.jpg,23-09-2025
73bae047146fcde8933defde,Gulab Jamun,Dessert,Indian,Dessert with Mild taste,168,0,Veg,Mild,https://foodimages.com/food_98.jpg,30-08-2025
73bae047146fcde8933defde,Lemon Iced Tea,Dessert,Other,Dessert with Spicy taste,219,5,Vegan,Spicy,https://foodimages.com/food_99.jpg,21-10-2025
42503892b56994bdad350a19,Spring Rolls,Starter,Chinese,Starter with Mild taste,370,5,Veg,Mild,https://foodimages.com/food_100.jpg,12-08-2025
42503892b56994bdad350a19,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,493,0,Non-Veg,Spicy,https://foodimages.com/food_101.jpg,18-09-2025
42503892b56994bdad350a19,Lemon Iced Tea,Starter,Other,Starter with Mild taste,173,0,Vegan,Mild,https://foodimages.com/food_102.jpg,23-07-2025
42503892b56994bdad350a19,Cold Coffee,Beverage,Other,Beverage with Medium taste,494,0,Veg,Medium,https://foodimages.com/food_103.jpg,20-10-2025
4e1608d6db71c24ef9c82ac3,Lemon Iced Tea,Starter,Other,Starter with Mild taste,256,18,Jain,Mild,https://foodimages.com/food_104.jpg,13-10-2025
4e1608d6db71c24ef9c82ac3,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,281,5,Jain,Mild,https://foodimages.com/food_105.jpg,09-09-2025
4e1608d6db71c24ef9c82ac3,Brownie,Dessert,Other,Dessert with Medium taste,473,5,Veg,Medium,https://foodimages.com/food_106.jpg,14-11-2025
4e1608d6db71c24ef9c82ac3,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,411,18,Jain,Mild,https://foodimages.com/food_107.jpg,13-08-2025
ebbe675b199ca423c86857b3,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,200,12,Veg,Medium,https://foodimages.com/food_108.jpg,06-12-2025
ebbe675b199ca423c86857b3,Lemon Iced Tea,Beverage,Other,Beverage with Spicy taste,339,12,Vegan,Spicy,https://foodimages.com/food_109.jpg,22-07-2025
ebbe675b199ca423c86857b3,Veg Hakka Noodles,Main Course,Chinese,Main Course with Medium taste,204,0,Veg,Medium,https://foodimages.com/food_110.jpg,06-12-2025
ebbe675b199ca423c86857b3,Brownie,Dessert,Other,Dessert with Medium taste,202,18,Veg,Medium,https://foodimages.com/food_111.jpg,12-07-2025
292d7bdebebf3cb3cc86df65,Spring Rolls,Starter,Chinese,Starter with Spicy taste,438,5,Veg,Spicy,https://foodimages.com/food_112.jpg,24-12-2025
292d7bdebebf3cb3cc86df65,Chicken Manchurian,Starter,Chinese,Starter with Medium taste,186,5,Non-Veg,Medium,https://foodimages.com/food_113.jpg,19-12-2025
292d7bdebebf3cb3cc86df65,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,353,18,Veg,Medium,https://foodimages.com/food_114.jpg,29-10-2025
292d7bdebebf3cb3cc86df65,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,317,18,Non-Veg,Spicy,https://foodimages.com/food_115.jpg,20-10-2025
b925f86d960937de3b20d14b,Chicken Manchurian,Starter,Chinese,Starter with Mild taste,378,18,Non-Veg,Mild,https://foodimages.com/food_116.jpg,04-07-2025
b925f86d960937de3b20d14b,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,296,12,Veg,Mild,https://foodimages.com/food_117.jpg,07-07-2025
b925f86d960937de3b20d14b,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,417,18,Veg,Medium,https://foodimages.com/food_118.jpg,14-09-2025
b925f86d960937de3b20d14b,Gulab Jamun,Dessert,Indian,Dessert with Mild taste,399,18,Veg,Mild,https://foodimages.com/food_119.jpg,02-11-2025
83b9583b4e5bcd237fdd216d,Spring Rolls,Starter,Chinese,Starter with Mild taste,419,12,Veg,Mild,https://foodimages.com/food_120.jpg,21-08-2025
83b9583b4e5bcd237fdd216d,Chicken Manchurian,Starter,Chinese,Starter with Medium taste,248,0,Non-Veg,Medium,https://foodimages.com/food_121.jpg,17-11-2025
83b9583b4e5bcd237fdd216d,Brownie,Dessert,Other,Dessert with Spicy taste,490,18,Veg,Spicy,https://foodimages.com/food_122.jpg,18-09-2025
83b9583b4e5bcd237fdd216d,Chicken Biryani,Main Course,Indian,Main Course with Mild taste,299,5,Non-Veg,Mild,https://foodimages.com/food_123.jpg,16-12-2025
63100b1b62c79dcd5e7af704,Spring Rolls,Starter,Chinese,Starter with Medium taste,411,5,Veg,Medium,https://foodimages.com/food_124.jpg,10-12-2025
63100b1b62c79dcd5e7af704,Veg Hakka Noodles,Main Course,Chinese,Main Course with Spicy taste,326,12,Veg,Spicy,https://foodimages.com/food_125.jpg,17-10-2025
63100b1b62c79dcd5e7af704,Paneer Butter Masala,Main Course,Indian,Main Course with Mild taste,413,18,Veg,Mild,https://foodimages.com/food_126.jpg,02-07-2025
63100b1b62c79dcd5e7af704,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,457,0,Non-Veg,Spicy,https://foodimages.com/food_127.jpg,20-11-2025
b86342d14e7969d64b69d277,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,294,0,Veg,Medium,https://foodimages.com/food_128.jpg,23-10-2025
b86342d14e7969d64b69d277,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,148,18,Veg,Spicy,https://foodimages.com/food_129.jpg,28-08-2025
b86342d14e7969d64b69d277,Veg Hakka Noodles,Main Course,Chinese,Main Course with Spicy taste,298,18,Veg,Spicy,https://foodimages.com/food_130.jpg,22-11-2025
b86342d14e7969d64b69d277,Chicken Manchurian,Starter,Chinese,Starter with Medium taste,160,5,Non-Veg,Medium,https://foodimages.com/food_131.jpg,22-10-2025
10a615c8847df2de8b6b9bd0,Brownie,Dessert,Other,Dessert with Mild taste,311,5,Veg,Mild,https://foodimages.com/food_132.jpg,20-09-2025
10a615c8847df2de8b6b9bd0,Spring Rolls,Starter,Chinese,Starter with Mild taste,463,18,Veg,Mild,https://foodimages.com/food_133.jpg,07-10-2025
10a615c8847df2de8b6b9bd0,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,356,12,Non-Veg,Spicy,https://foodimages.com/food_134.jpg,28-10-2025
10a615c8847df2de8b6b9bd0,Paneer Butter Masala,Main Course,Indian,Main Course with Spicy taste,423,5,Veg,Spicy,https://foodimages.com/food_135.jpg,12-11-2025
437b2b597d3360403136bcf1,Spring Rolls,Starter,Chinese,Starter with Spicy taste,344,5,Veg,Spicy,https://foodimages.com/food_136.jpg,03-09-2025
437b2b597d3360403136bcf1,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,233,12,Veg,Spicy,https://foodimages.com/food_137.jpg,08-11-2025
437b2b597d3360403136bcf1,Chicken Biryani,Main Course,Indian,Main Course with Mild taste,397,12,Non-Veg,Mild,https://foodimages.com/food_138.jpg,06-11-2025
437b2b597d3360403136bcf1,Brownie,Dessert,Other,Dessert with Medium taste,474,5,Veg,Medium,https://foodimages.com/food_139.jpg,18-07-2025
974265cec05a70f65b72a363,Margherita Pizza,Main Course,Italian,Main Course with Medium taste,136,12,Jain,Medium,https://foodimages.com/food_140.jpg,09-12-2025
974265cec05a70f65b72a363,Spring Rolls,Starter,Chinese,Starter with Medium taste,205,12,Veg,Medium,https://foodimages.com/food_141.jpg,03-11-2025
974265cec05a70f65b72a363,Gulab Jamun,Dessert,Indian,Dessert with Spicy taste,436,18,Veg,Spicy,https://foodimages.com/food_142.jpg,15-09-2025
974265cec05a70f65b72a363,Chicken Manchurian,Starter,Chinese,Starter with Spicy taste,464,0,Non-Veg,Spicy,https://foodimages.com/food_143.jpg,01-07-2025
ec29496b141e392f14adafc9,Brownie,Dessert,Other,Dessert with Medium taste,300,5,Veg,Medium,https://foodimages.com/food_144.jpg,28-07-2025
ec29496b141e392f14adafc9,Spring Rolls,Starter,Chinese,Starter with Mild taste,456,12,Veg,Mild,https://foodimages.com/food_145.jpg,19-09-2025
ec29496b141e392f14adafc9,Paneer Butter Masala,Main Course,Indian,Main Course with Medium taste,470,18,Veg,Medium,https://foodimages.com/food_146.jpg,07-12-2025
ec29496b141e392f14adafc9,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,264,0,Jain,Mild,https://foodimages.com/food_147.jpg,22-11-2025
8dc5b028861e69d890a4cd7f,Spring Rolls,Starter,Chinese,Starter with Spicy taste,434,18,Veg,Spicy,https://foodimages.com/food_148.jpg,07-11-2025
8dc5b028861e69d890a4cd7f,Brownie,Dessert,Other,Dessert with Medium taste,344,18,Veg,Medium,https://foodimages.com/food_149.jpg,15-09-2025
8dc5b028861e69d890a4cd7f,Veg Hakka Noodles,Main Course,Chinese,Main Course with Medium taste,173,18,Veg,Medium,https://foodimages.com/food_150.jpg,24-08-2025
8dc5b028861e69d890a4cd7f,Cold Coffee,Beverage,Other,Beverage with Spicy taste,423,5,Veg,Spicy,https://foodimages.com/food_151.jpg,10-08-2025
8c536cedca428c4d4720f0f9,Veg Hakka Noodles,Main Course,Chinese,Main Course with Mild taste,187,18,Veg,Mild,https://foodimages.com/food_152.jpg,18-08-2025
8c536cedca428c4d4720f0f9,Lemon Iced Tea,Dessert,Other,Dessert with Medium taste,226,12,Vegan,Medium,https://foodimages.com/food_153.jpg,18-11-2025
8c536cedca428c4d4720f0f9,Gulab Jamun,Dessert,Indian,Dessert with Medium taste,453,12,Veg,Medium,https://foodimages.com/food_154.jpg,23-07-2025
8c536cedca428c4d4720f0f9,Cold Coffee,Beverage,Other,Beverage with Mild taste,196,0,Veg,Mild,https://foodimages.com/food_155.jpg,27-11-2025
e3741af0da4197e4e33fc917,Chicken Biryani,Main Course,Indian,Main Course with Medium taste,146,0,Non-Veg,Medium,https://foodimages.com/food_156.jpg,23-11-2025
e3741af0da4197e4e33fc917,Veg Hakka Noodles,Main Course,Chinese,Main Course with Medium taste,463,5,Veg,Medium,https://foodimages.com/food_157.jpg,12-12-2025
e3741af0da4197e4e33fc917,Cold Coffee,Beverage,Other,Beverage with Spicy taste,274,5,Veg,Spicy,https://foodimages.com/food_158.jpg,07-09-2025
e3741af0da4197e4e33fc917,Gulab Jamun,Dessert,Indian,Dessert with Mild taste,191,5,Veg,Mild,https://foodimages.com/food_159.jpg,21-12-2025
59a022336a33d23f8e65d3ae,Chicken Manchurian,Starter,Chinese,Starter with Medium taste,299,18,Non-Veg,Medium,https://foodimages.com/food_160.jpg,20-09-2025
59a022336a33d23f8e65d3ae,Lemon Iced Tea,Starter,Other,Starter with Medium taste,166,18,Vegan,Medium,https://foodimages.com/food_161.jpg,18-08-2025
59a022336a33d23f8e65d3ae,Cold Coffee,Beverage,Other,Beverage with Spicy taste,361,5,Veg,Spicy,https://foodimages.com/food_162.jpg,24-07-2025
59a022336a33d23f8e65d3ae,Spring Rolls,Starter,Chinese,Starter with Medium taste,478,0,Veg,Medium,https://foodimages.com/food_163.jpg,01-08-2025
01e35258803c84d198b2024c,Cold Coffee,Beverage,Other,Beverage with Spicy taste,396,18,Veg,Spicy,https://foodimages.com/food_164.jpg,19-09-2025
01e35258803c84d198b2024c,Brownie,Dessert,Other,Dessert with Medium taste,490,18,Veg,Medium,https://foodimages.com/food_165.jpg,12-07-2025
01e35258803c84d198b2024c,Chicken Biryani,Main Course,Indian,Main Course with Spicy taste,432,18,Non-Veg,Spicy,https://foodimages.com/food_166.jpg,30-08-2025
01e35258803c84d198b2024c,Chicken Manchurian,Starter,Chinese,Starter with Mild taste,224,5,Non-Veg,Mild,https://foodimages.com/food_167.jpg,06-07-2025
